caption,id,file_path
الناس يعبرون الشارع في بلدة صينية مزدحمة.,64183,000000064183.jpg
شخص يحمل مظلة صفراء يمشي بالقرب من الرصيف.,64183,000000064183.jpg
شخص في الشارع  يجر عربة تسوق  ويحمل مظلة.,64183,000000064183.jpg
امرأة في شارع مزدحم مع عربة تسوق ومظلة.,64183,000000064183.jpg
أشخاص يسيرون وسيارات تسير في شارع بجوار متاجر,64183,000000064183.jpg
طائر يجلس على ظهر كرسي.,65288,000000065288.jpg
جسم أصفر وأخضر يجلس فوقه طائر بني.,65288,000000065288.jpg
طائر صغير يجلس على كرسي بجانب طاولة.,65288,000000065288.jpg
الطيور الصغيرة على ظهر الكراسي في مطعم في الهواء الطلق,65288,000000065288.jpg
بعض الأثاث الأصفر الجميل بالقرب من شارع مزدحم,65288,000000065288.jpg
المتفرجون يشاهدون لاعبي البيسبول يلعبون لعبة في الملعب,144000,000000144000.jpg
هناك مباراة بيسبول جارية في الملعب,144000,000000144000.jpg
لاعب بيسبول يستعد لضرب الكرة مع حشد من الجمهور.,144000,000000144000.jpg
لاعبي البيسبول يلعبون البيسبول أمام العديد من المتفرجين.,144000,000000144000.jpg
لاعب بيسبول يحمل مضربًا في الملعب,144000,000000144000.jpg
رجل يرتدي زيًا رسميًا يتحدث على الهاتف في مكتب العمل.,323789,000000323789.jpg
رجل يرتدي زيا عسكريا يتحدث في الهاتف.,323789,000000323789.jpg
جندي في المكتب يتلقى مكالمة هاتفية.,323789,000000323789.jpg
رجل عسكري على الهاتف في مكتبه,323789,000000323789.jpg
رجل يرتدي زيًا رسميًا جهاز كمبيوتر محمول وملصق وهاتف,323789,000000323789.jpg
بعض الناس على شاطئ رملي مع دراجة.,416098,000000416098.jpg
امرأتان تقفان بجوار دراجة على الشاطئ.,416098,000000416098.jpg
الناس يقفون على الشاطئ مع الطائرات الورقية والدراجات مع السماء الملبدة بالغيوم,416098,000000416098.jpg
امرأة على الشاطئ بالحقائب والدراجة.,416098,000000416098.jpg
النساء على الشاطئ مع العديد من الأطفال والطائرات الورقية,416098,000000416098.jpg
حقل مليء بالأعلام الأمريكية بجوار صنبور إطفاء.,121785,000000121785.jpg
مجموعة من الأعلام الأمريكية غرست فى الأرض.,121785,000000121785.jpg
تقف عدة أعلام أمريكية على العشب.,121785,000000121785.jpg
مجموعة من الأعلام الأمريكية على العشب بالقرب من بعض الناس,121785,000000121785.jpg
غرست العديد من الأعلام على الأرض في منطقة عشبية,121785,000000121785.jpg
امرأة تستخدم هاتفًا خلويًا لالتقاط صورة لها مع قطتها ملفوفة حول رقبتها.,287735,000000287735.jpg
"امرأة تلتقط ""صورة شخصية"" وهاتفها المحمول مع قطة على كتفها.",287735,000000287735.jpg
امرأة مع قطة على كتفيها وهاتف محمول في يدها ينعكس في مرآة.,287735,000000287735.jpg
شخص يلتقط صورة في المرآة,287735,000000287735.jpg
امرأة تحمل هاتفًا خلويًا وقطة سوداء وبيضاء على كتفيها,287735,000000287735.jpg
شخصان يعبران الشارع ولديهما بعض الأعمال المنجزة.,356060,000000356060.jpg
رجلان على وشك عبور شارع حيث توجد أقماع أمان,356060,000000356060.jpg
مجموعة من الأشخاص يعبرون الشارع عند ممر متقاطع.,356060,000000356060.jpg
مجموعة من الناس يسيرون في الشارع.,356060,000000356060.jpg
عبور اثنين من المارة التقاطع بين أعمال الترميم,356060,000000356060.jpg
شاب يقف أمام متجر  canon.,386707,000000386707.jpg
موظف في متجر canon يقف أمام علبة سلع من نوع canon.,386707,000000386707.jpg
شاب يعمل في محل لبيع الكاميرات لبيع العدسات,386707,000000386707.jpg
رجل يرتدي ربطة عنق أمام علبة زجاجية.,386707,000000386707.jpg
هذا الشاب هو مندوب مبيعات كانون وهو يقف أمام خزانة زجاجية مع منتجات كانون.,386707,000000386707.jpg
رجلان على حافة المحيط يرتديان بذلات غطس.,440610,000000440610.jpg
رجلين يركضون في المحيط.,440610,000000440610.jpg
زوجان من الرجال يركضون في الماء,440610,000000440610.jpg
يركض الرجال في الماء وهم يرتدون سراويل قصيرة.,440610,000000440610.jpg
ركض صبيان في الأمواج ، أحدهما ألقى بملابسه في الهواء,440610,000000440610.jpg
منظر من الجو لشارع المدينة مع شاحنة,72998,000000072998.jpg
شاحنة تسحب هيكل بناء مستطيل الشكل.,72998,000000072998.jpg
شاحنة بيضاء تسحب مقطورة بينما يمر رجل بملابس سوداء بجانبها.,72998,000000072998.jpg
شاحنة متوقفة في الشارع بجوار مبنى,72998,000000072998.jpg
نصف شاحنة بهيكل معدني أصفر على مقطورتها,72998,000000072998.jpg
شخصان يحملان الأجهزة الذكية في علب ملونة.,106438,000000106438.jpg
شخصان يحملان هاتفيهما معًا جنبًا إلى جنب.,106438,000000106438.jpg
شخص واحد يحمل هاتفًا خلويًا أرجوانيًا بجانب شخص به هاتف خلوي برتقالي.,106438,000000106438.jpg
هاتفان خلويان بجانب بعضهما البعض مع تفعيل التطبيق,106438,000000106438.jpg
شخصان يلعبان لعبة فيديو.,106438,000000106438.jpg
طفل يقص شعره على يد شخص آخر.,358104,000000358104.jpg
فتاة تقوم بتمشيط شعرها من قبل شخص بالغ.,358104,000000358104.jpg
فتاة صغيرة تجف شعرها.,358104,000000358104.jpg
امرأة ذات قميص أحمر مربعات مع منشفة حول رقبتها.,358104,000000358104.jpg
صورة مقربة لفتاة صغيرة تقوم بتصفيف شعرها.,358104,000000358104.jpg
لاعب بيسبول يتأرجح بمضرب على لوحة المنزل.,458543,000000458543.jpg
لاعب بيسبول يتأرجح في أرضية الملعب أثناء المباراة.,458543,000000458543.jpg
 ضارب   يأرجح مضربه في مباراة بيسبول.,458543,000000458543.jpg
لاعب بيسبول يتأرجح بجانب ماسك وحكم,458543,000000458543.jpg
شخص يسير في زقاق قديم مهجور,480454,000000480454.jpg
شخصان يسيران في الشارع بجانب المباني.,480454,000000480454.jpg
طريق حليف بين مجموعتين من المباني مع شخصين في نهاية الممشى.,480454,000000480454.jpg
شخصان يسيران في شارع ضيق ومهجور.,480454,000000480454.jpg
زوجين يجريان في الشارع في منطقة المدينة القديمة مع المباني المبنية من الطوب.,480454,000000480454.jpg
إشارة مرور بجوار لافتة شارع مكتوب عليها هوليوود.,127575,000000127575.jpg
علامة شارع وإيقاف الضوء بإعلان على مبنى قريب.,127575,000000127575.jpg
ضوء شارع وعلامة طريق مكتوب عليها هوليوود.,127575,000000127575.jpg
هناك لافتة شارع هوليوود على إشارة المرور,127575,000000127575.jpg
اللافتة الزرقاء بجانب المبنى الحجري والزجاجي تقول هوليوود.,127575,000000127575.jpg
شخصان يحملان ألواح ركوب الأمواج ويرتديان نظارات واقية,274907,000000274907.jpg
امرأتان متزلقتان على الجليد تبتسمان وتمسكان ألواحهما.,274907,000000274907.jpg
زوجان من الأشخاص لديهم ألواح تزلج في الغرفة.,274907,000000274907.jpg
شابتان ترتديان نظارات واقية من الجليد وسترات التزلج تبتسمان بألواح التزلج الخاصة بهما.,274907,000000274907.jpg
سيدتان جاهزتان وتبتسمان بنظارات الفضاء على جباههما.,274907,000000274907.jpg
طفل صغير يتعلم  التزلج.,306585,000000306585.jpg
طفل على زلاجات يقف على منحدر تزلج.,306585,000000306585.jpg
فتاة صغيرة على زوج من الزلاجات الثلجية.,306585,000000306585.jpg
طفل صغير يقف على ضفة مغطاة بالثلوج يرتدي الزلاجات.,306585,000000306585.jpg
شاب يرتدي ملابس التزلج على الزلاجات.,306585,000000306585.jpg
ساعة كبيرة معروضة في الطابق الثاني من الغرفة.,430079,000000430079.jpg
تمثال نصب فوق بعض الدرابزين.,430079,000000430079.jpg
هناك ساعة على درابزين الشرفة فوق المدخل.,430079,000000430079.jpg
ساعة ولوحات قديمة تصطف على الحائط.,430079,000000430079.jpg
تمثال نسر أمام اللوحات يطل على غرفة مزخرفة.,430079,000000430079.jpg
تم تصوير ثلاثة أشخاص خارج طائرة أصغر.,554459,000000554459.jpg
زوجان من الأشخاص بجوار الطائرات,554459,000000554459.jpg
امرأتان ورجل ياخذان وضعية بينما تقف طائرة خلفهما.,554459,000000554459.jpg
رجل وامرأتان يقفان بجانب طائرة.,554459,000000554459.jpg
الناس يقفون لالتقاط صورة خارج طائرة.,554459,000000554459.jpg
شابة تقرأ الكتابة على باب الثلاجة.,15725,000000015725.jpg
امرأة ترتدي قميصًا أحمر تجلس على الأرض.,15725,000000015725.jpg
امرأة ترتدي قميصًا أحمر تجلس على الأرض لترتب مغناطيسًا على الثلاجة.,15725,000000015725.jpg
المرأة جالسة على الأرض تلامس الثلاجة.,15725,000000015725.jpg
امرأة تجلس أمام فريزر ثلاجة بيضاء.,15725,000000015725.jpg
صورة بالأبيض والأسود لأشخاص يطيرون  طائرة ورقية على الشاطئ,228504,000000228504.jpg
الناس على الشاطئ مع طائرة ورقية تحلق في الهواء.,228504,000000228504.jpg
الناس على الشاطئ يلعبون بطائرة ورقية.,228504,000000228504.jpg
طائرة ورقية تحلق في المساحات المفتوحة الواسعة على الشاطئ.,228504,000000228504.jpg
صورة بالأبيض والأسود لأشخاص على الشاطئ.,228504,000000228504.jpg
لقطة مقرّبة لشخص يلتقط صورة في المرآة,290114,000000290114.jpg
امرأة جميلة تقف بجانب رجل بهاتف محمول.,290114,000000290114.jpg
شخصان يرتديان ملابس رسمية يلتقطان صورة في المرآة.,290114,000000290114.jpg
زوجان يستخدمان هاتفًا خلويًا لالتقاط صورة لهما.,290114,000000290114.jpg
رجل وامرأة يلتقطان صورة بهاتف محمول.,290114,000000290114.jpg
طفل في سرير يحمل فرشاة أسنان.,360152,000000360152.jpg
طفل صغير يرقد في سريره يضحك على لعبته.,360152,000000360152.jpg
صبي صغير في سرير يحمل فرشاة,360152,000000360152.jpg
الطفل الصغير يرقد في سريره وينظف أسنانه.,360152,000000360152.jpg
طفل آسيوي في سرير يحمل فرشاة.,360152,000000360152.jpg
زوجان يقطعان كعكة بجانب إناء.,422982,000000422982.jpg
يستخدم زوجان سكينًا لقطع الكعكة.,422982,000000422982.jpg
العروس والعريس يقطعان كعكة من ثلاث طبقات.,422982,000000422982.jpg
رجل وامرأة يقطعان كعكة معًا.,422982,000000422982.jpg
زوجان شابان يقطعان كعكة زفاف بيضاء.,422982,000000422982.jpg
رجل يمسك الخيط لبعض الطائرات الورقية.,20245,000000020245.jpg
رجل يقف في حقل مع طائرة ورقية ملونة,20245,000000020245.jpg
رجل يلعب بالخارج بطائرة ورقية متعددة الألوان,20245,000000020245.jpg
رجلان في حقل يستعدان لاطلاق الطائرات الورقية.,20245,000000020245.jpg
رجل يقف على حقل مغطى بالعشب بجوار غابة.,20245,000000020245.jpg
شخص يرتدي سترة أرجوانية يتزلج على المنحدرات المجاورة للأشجار.,63703,000000063703.jpg
شخص يتجه بسرعة إلى منحدر تزلج على الزلاجات,63703,000000063703.jpg
رجل يركب الزلاجات أسفل منحدر مغطى بالثلج.,63703,000000063703.jpg
هذا الرجل يتزلج نزولاً على تل بينما يميل للخلف.,63703,000000063703.jpg
شخص يرتدي بدلة أرجوانية يتزلج منزلقا  على تل ثلجي.,63703,000000063703.jpg
شخص يحمل شطيرة بيتزا فوق طبق أبيض.,252783,000000252783.jpg
شخص في مطعم يأكل شطيرة بنجر قذرة.,252783,000000252783.jpg
شخص يحمل بعض الطعام على طبق,252783,000000252783.jpg
سيأكل الشخص شطيرة محمصة باللحم.,252783,000000252783.jpg
شخص يحمل نصف شطيرة على طاولة.,252783,000000252783.jpg
رجل يقوم بخدعة على لوح تزلج.,465911,000000465911.jpg
يقوم الصبي بخدعة على لوح التزلج الخاص به.,465911,000000465911.jpg
شاب على لوح التزلج بجوار حاجز.,465911,000000465911.jpg
شاب يقوم بخدعة على حاجز  تزلج.,465911,000000465911.jpg
صبي صغير يركب لوح تزلج أمام ممر إلى مرآب.,465911,000000465911.jpg
رجل يأرجح  مضرب تنس فوق ملعب تنس.,476826,000000476826.jpg
رجل يستعد لضرب الكرة خلال مباراة تنس.,476826,000000476826.jpg
رجل يستعد لضرب كرة تنس تقترب,476826,000000476826.jpg
رجل يقف على ملعب تنس مع مضرب,476826,000000476826.jpg
رجل يرتدي قميصًا أسود وسروالًا أبيض يسدد كرة تنس,476826,000000476826.jpg
غرفة معيشة مع رف وطاولة قهوة وأرائك,206922,000000206922.jpg
صورة لغرفة المعيشة مع طاولة القهوة,206922,000000206922.jpg
مشهد غرفة المعيشة مع أثاث متنوع ومرآة بحجم الحائط.,206922,000000206922.jpg
غرفة معيشة مليئة بالأثاث ومركز ترفيهي.,206922,000000206922.jpg
منزل مليء بأثاث غير متناسق؛ يدخل الناس من الباب.,206922,000000206922.jpg
فتاة صغيرة تحمل جهاز تحكم في ألعاب الفيديو بجانب شخصية بالغة.,240339,000000240339.jpg
فتاة آسيوية صغيرة تحمل جهاز تحكم عن بعد.,240339,000000240339.jpg
فتاة تقف خلف والدها بجهاز تحكم عن بعد في يدها.,240339,000000240339.jpg
طفل يحمل وحدة تحكم بجانب شخص بالغ,240339,000000240339.jpg
طفل صغير في قميص أبيض يحمل وحدة تحكم بيضاء.,240339,000000240339.jpg
اللاعب يرمي كرة من منطقته,453959,000000453959.jpg
لاعب  دورى يشارك في المنافسة.,453959,000000453959.jpg
لاعب بيسبول يقف في دائرة من التراب,453959,000000453959.jpg
رجل يرمي كرة في لعبة بيسبول,453959,000000453959.jpg
لاعب بيسبول يرمي كرة من منطقته.,453959,000000453959.jpg
 أشخاص   ينظرون ويتحدثون عن دراجة نارية معروضة.,519652,000000519652.jpg
دراجة نارية بالأبيض والأسود تقف في منتصف أرضية العرض.,519652,000000519652.jpg
دراجة نارية بيضاء معروضة في معرض تجاري.,519652,000000519652.jpg
دراجة نارية معروضة في الداخل و أشخاص ينظرون إليها.,519652,000000519652.jpg
دراجة بيضاء متوقفة في الداخل وأشخاص يقفون بجانبها.,519652,000000519652.jpg
رجل يطير في الهواء أثناء ركوب لوح التزلج.,530936,000000530936.jpg
رجل يقفز في الهواء أثناء وجوده على لوح التزلج.,530936,000000530936.jpg
متزلج على الجليد يقفز أمام المتفرجين.,530936,000000530936.jpg
شخص يقفز في الهواء مع لوح التزلج.,530936,000000530936.jpg
متسابق يقوم بالقفز باستخدام لوح التزلج حيث يقف الآخرون خلف منطقة معزولة .,530936,000000530936.jpg
رجل يقف بجانب ساق كبير من الموز.,255992,000000255992.jpg
ساقان من الموز معلقان بجانب رجل,255992,000000255992.jpg
رجل يحدق امام بعض الموز الناضج,255992,000000255992.jpg
رجل يقف أمام سيقان الموز,255992,000000255992.jpg
رجل يقف أمام بعض الموز,255992,000000255992.jpg
رجل يتكئ على عمود بينما ينظر إلى هاتفه الخلوي.,273898,000000273898.jpg
رجل يتكئ على عمود بالقرب من مقعد.,273898,000000273898.jpg
رجل لديه هاتف يتكئ على عمود.,273898,000000273898.jpg
رجل يتكئ على عمود وينظر إلى الهاتف المحمول.,273898,000000273898.jpg
رجل يتكئ على عمود أثناء استخدام هاتفه الخلوي.,273898,000000273898.jpg
رجل يضع شيئًا ما في وعاء,285821,000000285821.jpg
شخص يعد بعض الطعام في المطبخ.,285821,000000285821.jpg
رجل في المطبخ يعد الطعام,285821,000000285821.jpg
ر رجل بمئزر يحض خليطًا في وعاء.,285821,000000285821.jpg
    شخص يسكب شيئًا في وعاء,285821,000000285821.jpg
عرض للبيتزا فى طبق عميق في الصندوق الذي وصل فيه للتو,390238,000000390238.jpg
بيتزا   داخل صندوق كرتون صغير.,390238,000000390238.jpg
بيتزا بالسجق والبيبروني والزيتون في علبة.,390238,000000390238.jpg
علبة بيتزا في يد شخص.,390238,000000390238.jpg
بيتزا شخصية صغيرة موضوعة في علبة بيتزا.,390238,000000390238.jpg
كثير من الناس يقفون مع شخص  يحمل مقصًا كبيرًا,550944,000000550944.jpg
مجموعة كبيرة من رجال الأعمال فى قص الشريط في الافتتاح الكبير.,550944,000000550944.jpg
مجموعة من الأشخاص يحملون مقصًا خلف شريط.,550944,000000550944.jpg
مجموعة من الأشخاص يقطعون شريطًا بمقص ضخم.,550944,000000550944.jpg
يقف رجل بمقص كبير خلف شريط أحمر.,550944,000000550944.jpg
رجل يمشي على طول الشاطئ مع لوح ركوب الأمواج.,203690,000000203690.jpg
شخص يمشي عبر الشاطئ حاملاً لوح ركوب الأمواج.,203690,000000203690.jpg
شخص على الشاطئ مع لوح ركوب الأمواج.,203690,000000203690.jpg
شخص يسير على الشاطئ مع لوح ركوب الأمواج.,203690,000000203690.jpg
شخص يسير على الشاطئ مع لوح ركوب الأمواج.,203690,000000203690.jpg
قطار يمر بمحطة بها كتابات على الجدران,233341,000000233341.jpg
رجل وحيد يمشي على رصيف قطار.,233341,000000233341.jpg
رجل يمشي من جانب محطة القطار.,233341,000000233341.jpg
شخص ما يسير بجانب لوحة فنية تظهر بين قطارين.,233341,000000233341.jpg
صورة بالأبيض والأسود توجد في محطة قطار.,233341,000000233341.jpg
صورة حافلة في الشارع.,299343,000000299343.jpg
حافلة حمراء وبيضاء تسير على طريق تصطف على جانبيه الأشجار,299343,000000299343.jpg
زوجان من الحافلات السياحية تسير على طول طريق تصطف على جانبيه الأشجار.,299343,000000299343.jpg
تسير حافلة حمراء وبيضاء في شارع تصطف على جانبيه الأشجار.,299343,000000299343.jpg
حافلات نقل حديثة تسير على طول طريق ريفي,299343,000000299343.jpg
نهر به     العديد من  قوارب الكاياك و المراكب الشراعية.,348496,000000348496.jpg
صورة جوية لنهر بالمراكب والمركبات.,348496,000000348496.jpg
مجموعة من القوارب الصغيرة تطفو على النهر.,348496,000000348496.jpg
العديد من القوارب تقف  على طول النهر بجوار طريق.,348496,000000348496.jpg
نهر بجوار طريق مع عدة قوارب في الماء,348496,000000348496.jpg
امرأة تجلس على طاولة تراقب الفيلة من بعيد,417983,000000417983.jpg
امرأة على مقعد حجري تراقب الفيلة في العشب,417983,000000417983.jpg
المرأة تجلس على مقعد أسمنت تراقب الأفيال.,417983,000000417983.jpg
امرأة تنظر إلى بعض الأفيال في بيئتها الطبيعية.,417983,000000417983.jpg
امرأة تجلس على منصة من الطوب بينما يتواجد فيلان على مسافة بعيدة على العشب.,417983,000000417983.jpg
يتم تحميل طائرة عملاقة ذات محرك مزدوج.,13348,000000013348.jpg
طائرة كبيرة واقفة في المطار.,13348,000000013348.jpg
طائرة جوية كبيرة على مخرج,13348,000000013348.jpg
طائرة تابعة للخطوط الجوية اليابانية متوقفة في أحد المطارات.,13348,000000013348.jpg
طائرة نفاثة من طراز jal على مدرج المطار.,13348,000000013348.jpg
شخص يتزلج على الثلج ، في الجبل.,15050,000000015050.jpg
شخص على الزلاجات يتزلج عبر الثلج,15050,000000015050.jpg
رجل يركب الزلاجات أسفل منحدر مغطى بالثلج.,15050,000000015050.jpg
شخص يتزلج نزولاً في منطقة ثلجية.,15050,000000015050.jpg
شخص يقف على الزلاجات في الثلج.,15050,000000015050.jpg
 صورة قديمة لثلاث فتيات كشافة.,208174,000000208174.jpg
ثلاث نساء كشافة يحدقن في شيء ما معًا.,208174,000000208174.jpg
ثلاث نساء يرتدين زيًا رسميًا من نوع ما.,208174,000000208174.jpg
رئيس الكشافة يخيط شيء لفتاة الكشافة.,208174,000000208174.jpg
مجموعة من النساء بالزي الرسمي يقفن معًا.,208174,000000208174.jpg
صبي يجلس على العشب أمام طفلة تحمل قرصًا مضغوطًا.,277956,000000277956.jpg
فتاة صغيرة تسلم قرصًا مضغوطًا لصبي أكبر سنًا.,277956,000000277956.jpg
يجلس صبي أحمرالشعر  يرتدي قميصًا أزرق على العشب بينما ينظر إلى فتاة صغيرة ترتدي فستانًا ورديًا وتحمل قرصًا مضغوطًا.,277956,000000277956.jpg
طفل وطفل يلعبان الفريسبي.,277956,000000277956.jpg
امرأة تجلس على الأرض أمام طفل يحمل قرصًا طائرًا.,277956,000000277956.jpg
حافلة ركاب يتم سحبها على جانب الشارع.,356396,000000356396.jpg
حافلة حمراء وسوداء تنتظر في محطة للحافلات.,356396,000000356396.jpg
حافلة ركاب بالقرب من محطة أتوبيس خلفها مبنى,356396,000000356396.jpg
حافلة حمراء وسوداء تنقدم في الشارع,356396,000000356396.jpg
حافلة حمراء متوقفة أمام صالة ركاب.,356396,000000356396.jpg
شخص يستخدم لوح التزلج على الثلج.,4239,000000004239.jpg
شخص يرتدي ملابس الشتاء يتزلج على الجليد.,4239,000000004239.jpg
متزلج على الجليد يعبر مسار عقبة.,4239,000000004239.jpg
